EmployeeID,Name,Department,Role,Tenure,JobSatisfaction,WorkLifeBalance,ManagerSupport,CareerGrowth,StressLevel,AttritionRisk,RiskBand
EMP03702,Arjun,Marketing,Marketing Analyst,0.5,5,4,1,3,5,57.0,Medium
EMP03703,Aditya,Operations,Operations Executive,1.8,5,2,3,1,5,63.0,Medium
EMP03704,Neha,Finance,Accountant,3.9,5,4,5,1,1,37.0,Low
EMP03705,Vivaan,Sales,Sales Executive,3.5,5,5,1,2,5,58.0,Medium
EMP03706,Aarav,Engineering,Tech Lead,7.6,1,4,5,4,3,47.0,Medium
EMP03707,Diya,Operations,Operations Manager,0.8,4,3,4,4,3,42.0,Medium
EMP03708,Kabir,Marketing,Marketing Analyst,0.8,4,3,4,5,3,38.0,Low
EMP03709,Arjun,Finance,Accountant,1.6,1,5,4,2,3,56.0,Medium
EMP03710,Aarav,HR,HR Manager,1.3,5,2,2,4,1,43.0,Medium
EMP03711,Vihaan,Sales,Sales Executive,1.6,5,1,1,4,3,56.0,Medium
EMP03712,Kabir,Customer Support,Support Lead,10.3,2,5,2,5,5,54.0,Medium
EMP03713,Aarav,Sales,Account Manager,5.3,4,3,2,2,4,61.0,Medium
EMP03714,Vihaan,Engineering,Tech Lead,3.9,3,1,1,4,3,64.0,Medium
EMP03715,Aarav,Marketing,Marketing Manager,7.3,2,3,1,2,3,70.0,High
EMP03716,Aditya,Engineering,Software Engineer,3.2,3,4,2,5,2,44.0,Medium
EMP03717,Vihaan,IT,IT Support,7.6,1,3,2,2,4,73.0,High
EMP03718,Diya,Marketing,Marketing Analyst,9.8,2,5,3,2,1,50.0,Medium
EMP03719,Diya,Customer Support,Support Executive,7.5,5,5,3,5,3,32.0,Low
EMP03720,Rahul,Finance,Accountant,6.2,3,4,4,5,5,45.0,Medium
EMP03721,Neha,Finance,Financial Analyst,3.7,3,2,4,2,2,54.0,Medium
EMP03722,Ananya,Customer Support,Support Lead,0.1,1,1,2,1,3,80.0,High
EMP03723,Aarav,Customer Support,Support Lead,6.0,5,1,2,4,3,52.0,Medium
EMP03724,Aarav,HR,HR Executive,7.6,1,3,3,5,3,54.0,Medium
EMP03725,Vihaan,Finance,Financial Analyst,4.6,5,5,5,1,3,40.0,Medium
EMP03726,Vivaan,Marketing,Marketing Analyst,3.8,5,3,3,5,4,41.0,Medium
EMP03727,Kabir,HR,HR Manager,0.2,1,3,3,4,5,64.0,Medium
EMP03728,Riya,Finance,Financial Analyst,7.7,1,5,4,4,3,48.0,Medium
EMP03729,Ishaan,Finance,Financial Analyst,5.4,1,2,4,5,1,47.0,Medium
EMP03730,Arjun,IT,IT Support,0.2,3,4,1,5,1,45.0,Medium
EMP03731,Aarav,IT,System Admin,0.3,3,1,3,2,2,61.0,Medium
EMP03732,Diya,Operations,Operations Executive,13.7,5,1,3,4,5,54.0,Medium
EMP03733,Rahul,HR,HR Manager,0.6,2,5,5,5,3,36.0,Low
EMP03734,Riya,HR,HR Executive,0.0,1,5,1,3,5,70.0,High
EMP03735,Vihaan,Engineering,Software Engineer,1.0,1,4,3,2,2,60.0,Medium
EMP03736,Neha,Engineering,Software Engineer,10.5,4,4,3,5,1,33.0,Low
EMP03737,Diya,IT,System Admin,2.5,4,4,4,1,4,54.0,Medium
EMP03738,Aditya,Customer Support,Support Lead,1.5,1,3,3,5,2,51.0,Medium
EMP03739,Ishaan,Sales,Sales Executive,0.7,1,2,4,1,2,66.0,Medium
EMP03740,Neha,Customer Support,Support Executive,1.4,4,4,1,4,2,48.0,Medium
EMP03741,Ishaan,Finance,Financial Analyst,5.9,5,3,1,5,5,52.0,Medium
EMP03742,Ishaan,Customer Support,Support Executive,2.3,3,1,5,5,1,38.0,Low
EMP03743,Vivaan,HR,HR Executive,4.9,1,1,3,1,5,82.0,High
EMP03744,Arjun,Customer Support,Support Executive,12.2,3,5,5,3,3,40.0,Medium
EMP03745,Rahul,Operations,Operations Manager,6.0,4,2,5,3,1,39.0,Low
EMP03746,Diya,Finance,Financial Analyst,0.4,3,2,3,1,4,68.0,Medium
EMP03747,Vivaan,Sales,Sales Executive,18.1,4,2,4,3,1,43.0,Medium
EMP03748,Vihaan,Finance,Financial Analyst,3.1,2,4,2,1,2,64.0,Medium
EMP03749,Kabir,HR,HR Manager,8.8,2,4,2,3,2,56.0,Medium
EMP03750,Kabir,HR,HR Executive,0.2,2,2,4,3,3,57.0,Medium
EMP03751,Rahul,Operations,Operations Manager,6.8,2,4,5,5,4,42.0,Medium
EMP03752,Ananya,Sales,Sales Executive,8.6,1,4,3,5,4,54.0,Medium
EMP03753,Riya,HR,HR Executive,10.4,4,1,1,4,3,60.0,Medium
EMP03754,Vivaan,IT,System Admin,0.8,5,1,1,2,1,58.0,Medium
EMP03755,Aarav,IT,System Admin,8.4,1,1,4,4,5,66.0,Medium
EMP03756,Vihaan,Operations,Operations Executive,4.9,5,1,5,4,1,34.0,Low
EMP03757,Rahul,HR,HR Manager,1.2,5,2,3,5,5,47.0,Medium
EMP03758,Arjun,Customer Support,Support Lead,1.8,1,2,5,3,5,63.0,Medium
EMP03759,Aditya,HR,HR Executive,4.0,5,4,4,3,1,33.0,Low
EMP03760,Riya,Operations,Operations Executive,1.1,4,1,3,5,3,48.0,Medium
EMP03761,Aarav,Engineering,Senior Engineer,14.9,2,4,5,4,5,49.0,Medium
EMP03762,Arjun,HR,HR Executive,3.5,2,1,2,4,3,64.0,Medium
EMP03763,Diya,Finance,Financial Analyst,0.4,3,2,1,4,3,61.0,Medium
EMP03764,Arjun,IT,System Admin,8.8,1,3,2,2,2,67.0,Medium
EMP03765,Ishaan,IT,System Admin,4.4,3,5,2,2,2,53.0,Medium
EMP03766,Aarav,Sales,Account Manager,1.2,1,2,2,2,1,67.0,Medium
EMP03767,Vihaan,Engineering,Tech Lead,2.9,1,1,4,4,2,57.0,Medium
EMP03768,Vivaan,Customer Support,Support Lead,3.4,4,3,5,2,5,52.0,Medium
EMP03769,Vihaan,Marketing,Marketing Manager,2.6,1,2,3,1,4,76.0,High
EMP03770,Rahul,Engineering,Tech Lead,6.8,5,2,1,3,5,63.0,Medium
EMP03771,Vivaan,Customer Support,Support Executive,3.1,3,3,2,5,3,50.0,Medium
EMP03772,Aditya,IT,System Admin,1.5,2,4,3,1,5,69.0,Medium
EMP03773,Neha,Customer Support,Support Executive,1.7,2,1,2,3,1,62.0,Medium
EMP03774,Kabir,HR,HR Manager,3.2,5,4,2,3,1,41.0,Medium
EMP03775,Ananya,Operations,Operations Executive,5.7,2,3,4,3,2,51.0,Medium
EMP03776,Aditya,Finance,Financial Analyst,9.8,1,4,1,4,4,66.0,Medium
EMP03777,Diya,Operations,Operations Executive,10.3,1,4,4,3,2,52.0,Medium
EMP03778,Ananya,Sales,Sales Executive,14.1,5,5,4,2,4,43.0,Medium
EMP03779,Vivaan,Customer Support,Support Lead,0.6,2,2,2,5,3,57.0,Medium
EMP03780,Diya,Customer Support,Support Executive,7.8,5,5,5,3,4,35.0,Low
EMP03781,Aditya,Marketing,Marketing Manager,3.1,4,1,3,4,3,52.0,Medium
EMP03782,Arjun,IT,IT Support,1.3,3,4,2,4,4,54.0,Medium
EMP03783,Ananya,Finance,Financial Analyst,3.0,2,3,5,4,4,49.0,Medium
EMP03784,Vivaan,IT,System Admin,4.2,5,2,5,1,2,46.0,Medium
EMP03785,Arjun,HR,HR Executive,0.1,5,2,5,5,5,39.0,Low
EMP03786,Neha,Finance,Accountant,6.5,5,4,3,1,2,48.0,Medium
EMP03787,Vivaan,IT,IT Support,6.0,5,1,3,3,2,49.0,Medium
EMP03788,Vihaan,Finance,Financial Analyst,2.4,4,5,5,3,5,42.0,Medium
EMP03789,Arjun,Marketing,Marketing Analyst,0.8,1,2,4,5,2,50.0,Medium
EMP03790,Neha,HR,HR Executive,1.4,2,3,5,3,2,47.0,Medium
EMP03791,Aarav,Operations,Operations Executive,0.7,5,4,1,4,2,44.0,Medium
EMP03792,Arjun,Customer Support,Support Lead,17.2,3,5,4,4,5,46.0,Medium
EMP03793,Rahul,Finance,Accountant,0.6,4,2,3,3,4,56.0,Medium
EMP03794,Riya,Engineering,Senior Engineer,1.6,5,4,4,5,2,28.0,Low
EMP03795,Kabir,Engineering,Software Engineer,1.8,1,5,2,5,5,58.0,Medium
EMP03796,Diya,Marketing,Marketing Analyst,13.1,4,4,5,1,4,50.0,Medium
EMP03797,Kabir,IT,IT Support,2.1,5,5,5,3,2,29.0,Low
EMP03798,Ishaan,Marketing,Marketing Analyst,15.8,5,4,1,5,1,37.0,Low
EMP03799,Vivaan,Operations,Operations Manager,1.2,3,4,4,5,4,42.0,Medium
EMP03800,Diya,Sales,Sales Executive,0.8,3,1,2,4,4,63.0,Medium
EMP03801,Ishaan,Finance,Accountant,0.5,2,3,1,3,2,63.0,Medium
EMP03802,Aditya,Engineering,Senior Engineer,2.0,2,4,1,5,4,58.0,Medium
EMP03803,Rahul,Finance,Accountant,7.7,3,3,2,2,2,59.0,Medium
EMP03804,Riya,Marketing,Marketing Analyst,10.1,4,5,2,4,4,47.0,Medium
EMP03805,Rahul,Operations,Operations Manager,5.6,5,3,3,1,2,51.0,Medium
EMP03806,Diya,IT,IT Support,0.9,5,5,4,4,4,35.0,Low
EMP03807,Riya,Finance,Accountant,4.4,3,4,4,4,2,40.0,Medium
EMP03808,Diya,Finance,Accountant,0.7,1,4,4,3,4,58.0,Medium
EMP03809,Ananya,Marketing,Marketing Analyst,14.2,5,4,4,4,3,35.0,Low
EMP03810,Ishaan,HR,HR Manager,5.6,3,3,3,2,5,64.0,Medium
EMP03811,Aditya,Sales,Account Manager,2.5,5,2,5,4,3,37.0,Low
EMP03812,Ishaan,HR,HR Executive,6.2,2,5,1,2,2,61.0,Medium
EMP03813,Neha,Operations,Operations Manager,5.1,1,1,4,2,3,68.0,Medium
EMP03814,Ishaan,Operations,Operations Manager,2.5,3,3,5,2,5,56.0,Medium
EMP03815,Riya,Sales,Sales Executive,11.4,1,3,4,3,5,64.0,Medium
EMP03816,Vihaan,HR,HR Manager,0.2,1,5,2,1,4,71.0,High
EMP03817,Vivaan,Finance,Accountant,4.1,4,2,1,4,2,54.0,Medium
EMP03818,Ishaan,Operations,Operations Executive,11.2,5,3,4,5,2,31.0,Low
EMP03819,Aarav,Engineering,Tech Lead,0.5,1,3,2,4,3,62.0,Medium
EMP03820,Diya,Engineering,Tech Lead,0.9,3,5,2,1,3,60.0,Medium
EMP03821,Aditya,Operations,Operations Manager,3.2,3,3,1,4,4,61.0,Medium
EMP03822,Ishaan,Operations,Operations Manager,1.9,1,1,2,1,4,83.0,High
EMP03823,Vihaan,Marketing,Marketing Analyst,9.3,4,5,3,5,3,36.0,Low
EMP03824,Aarav,Operations,Operations Executive,4.7,5,3,3,2,1,44.0,Medium
EMP03825,Ishaan,Operations,Operations Executive,9.3,2,4,5,3,2,44.0,Medium
EMP03826,Ishaan,IT,System Admin,0.1,5,1,3,5,3,44.0,Medium
EMP03827,Kabir,Sales,Sales Executive,5.3,5,5,2,3,3,44.0,Medium
EMP03828,Kabir,Finance,Financial Analyst,12.7,2,4,3,4,5,57.0,Medium
EMP03829,Rahul,Customer Support,Support Executive,8.0,4,3,5,4,3,38.0,Low
EMP03830,Neha,Finance,Financial Analyst,2.2,3,5,2,3,3,52.0,Medium
EMP03831,Ishaan,Engineering,Senior Engineer,0.6,1,1,2,5,3,64.0,Medium
EMP03832,Aditya,Operations,Operations Executive,0.2,5,2,1,4,4,56.0,Medium
EMP03833,Aditya,Sales,Account Manager,0.7,3,1,4,4,2,49.0,Medium
EMP03834,Aditya,Sales,Sales Executive,3.6,2,1,2,4,2,61.0,Medium
EMP03835,Rahul,Finance,Financial Analyst,11.9,5,4,4,4,5,41.0,Medium
EMP03836,Diya,HR,HR Executive,9.8,3,4,3,1,2,56.0,Medium
EMP03837,Diya,Engineering,Senior Engineer,0.1,1,2,4,4,4,60.0,Medium
EMP03838,Aditya,Finance,Accountant,5.2,5,5,1,1,4,59.0,Medium
EMP03839,Ananya,Finance,Financial Analyst,2.5,2,1,5,1,1,58.0,Medium
EMP03840,Neha,IT,IT Support,4.2,1,4,1,5,4,62.0,Medium
EMP03841,Ishaan,IT,System Admin,0.2,1,4,2,3,4,66.0,Medium
EMP03842,Riya,IT,IT Support,1.1,3,3,1,4,3,58.0,Medium
EMP03843,Riya,Engineering,Software Engineer,1.1,5,5,1,2,4,55.0,Medium
EMP03844,Vivaan,HR,HR Executive,2.2,3,1,4,1,1,58.0,Medium
EMP03845,Rahul,Customer Support,Support Executive,2.2,4,3,5,1,2,47.0,Medium
EMP03846,Riya,Marketing,Marketing Manager,0.7,3,3,5,5,1,32.0,Low
EMP03847,Vihaan,Marketing,Marketing Manager,3.5,2,1,1,5,1,58.0,Medium
EMP03848,Aditya,Customer Support,Support Executive,23.4,1,4,4,2,5,65.0,Medium
EMP03849,Rahul,Engineering,Senior Engineer,9.0,5,5,1,3,1,42.0,Medium
EMP03850,Ishaan,Operations,Operations Manager,1.6,2,3,5,2,4,57.0,Medium
EMP03851,Neha,Sales,Account Manager,0.8,2,2,4,3,5,63.0,Medium
EMP03852,Diya,HR,HR Manager,1.0,1,5,2,5,1,46.0,Medium
EMP03853,Diya,Marketing,Marketing Manager,0.3,5,1,1,1,4,71.0,High
EMP03854,Aditya,IT,System Admin,9.3,1,5,1,2,1,62.0,Medium
EMP03855,Riya,IT,IT Support,2.3,3,5,5,2,4,47.0,Medium
EMP03856,Aditya,Marketing,Marketing Analyst,1.3,2,5,3,5,4,47.0,Medium
EMP03857,Ananya,HR,HR Manager,7.2,1,5,1,2,4,71.0,High
EMP03858,Kabir,HR,HR Manager,1.4,1,4,5,5,2,40.0,Medium
EMP03859,Ishaan,Customer Support,Support Executive,0.2,5,1,2,4,2,49.0,Medium
EMP03860,Diya,IT,System Admin,2.1,3,1,1,4,5,70.0,High
EMP03861,Vivaan,Customer Support,Support Lead,6.7,3,4,3,4,3,47.0,Medium
EMP03862,Vivaan,Customer Support,Support Executive,1.6,3,3,4,2,2,51.0,Medium
EMP03863,Vivaan,HR,HR Executive,0.9,5,1,5,4,2,37.0,Low
EMP03864,Neha,Marketing,Marketing Analyst,8.1,4,1,2,5,4,55.0,Medium
EMP03865,Vihaan,Sales,Account Manager,2.1,3,4,1,1,2,64.0,Medium
EMP03866,Arjun,HR,HR Manager,6.8,1,4,4,1,2,60.0,Medium
EMP03867,Rahul,Marketing,Marketing Analyst,2.1,5,2,2,5,5,51.0,Medium
EMP03868,Arjun,Marketing,Marketing Manager,5.0,1,3,1,3,3,70.0,High
EMP03869,Aarav,IT,IT Support,2.8,4,5,5,3,5,42.0,Medium
EMP03870,Ananya,Marketing,Marketing Manager,0.6,4,2,2,3,5,63.0,Medium
EMP03871,Diya,Operations,Operations Executive,11.1,5,1,4,4,2,41.0,Medium
EMP03872,Rahul,IT,System Admin,0.6,4,5,4,2,3,44.0,Medium
EMP03873,Vihaan,Customer Support,Support Executive,0.0,2,4,2,3,1,53.0,Medium
EMP03874,Riya,Customer Support,Support Executive,0.4,3,4,2,1,1,57.0,Medium
EMP03875,Arjun,Sales,Account Manager,0.1,2,5,5,4,1,34.0,Low
EMP03876,Neha,Marketing,Marketing Manager,2.8,2,4,4,4,3,47.0,Medium
EMP03877,Arjun,Operations,Operations Manager,0.9,3,2,1,2,1,63.0,Medium
EMP03878,Aarav,IT,System Admin,0.2,2,5,4,1,1,50.0,Medium
EMP03879,Ishaan,Finance,Accountant,0.1,4,3,2,2,2,55.0,Medium
EMP03880,Neha,Finance,Accountant,5.0,4,2,1,1,1,63.0,Medium
EMP03881,Vivaan,Finance,Financial Analyst,8.8,3,2,5,1,5,63.0,Medium
EMP03882,Ananya,Engineering,Software Engineer,0.4,2,3,4,4,1,44.0,Medium
EMP03883,Vivaan,Operations,Operations Executive,3.1,1,2,1,2,3,77.0,High
EMP03884,Neha,IT,System Admin,1.4,1,3,5,2,4,61.0,Medium
EMP03885,Vivaan,IT,IT Support,22.7,3,2,5,4,5,51.0,Medium
EMP03886,Vihaan,Engineering,Tech Lead,0.8,4,3,2,1,2,59.0,Medium
EMP03887,Riya,Engineering,Software Engineer,6.7,4,5,2,5,2,37.0,Low
EMP03888,Aarav,Finance,Financial Analyst,3.0,2,5,3,4,3,48.0,Medium
EMP03889,Kabir,Operations,Operations Manager,2.3,2,4,2,1,2,64.0,Medium
EMP03890,Rahul,Engineering,Software Engineer,6.5,2,1,2,1,4,79.0,High
EMP03891,Diya,Engineering,Senior Engineer,1.2,2,1,4,5,3,52.0,Medium
EMP03892,Riya,Sales,Sales Executive,0.8,4,5,2,3,1,42.0,Medium
EMP03893,Ananya,Finance,Accountant,4.6,4,3,4,5,4,41.0,Medium
EMP03894,Rahul,IT,IT Support,5.4,5,5,3,1,5,54.0,Medium
EMP03895,Riya,Sales,Sales Executive,3.2,4,4,2,5,3,43.0,Medium
EMP03896,Neha,Customer Support,Support Executive,0.4,1,3,5,3,2,51.0,Medium
EMP03897,Arjun,Marketing,Marketing Manager,10.4,3,3,3,3,2,51.0,Medium
EMP03898,Diya,Marketing,Marketing Analyst,0.9,2,2,4,2,3,61.0,Medium
EMP03899,Kabir,HR,HR Manager,3.6,5,4,5,5,4,30.0,Low
EMP03900,Kabir,Engineering,Tech Lead,4.7,3,3,4,2,1,48.0,Medium
EMP03901,Vivaan,Engineering,Senior Engineer,0.5,2,5,1,3,2,57.0,Medium
EMP03902,Kabir,Finance,Accountant,0.6,2,3,2,5,5,60.0,Medium
EMP03903,Ananya,HR,HR Manager,0.9,4,1,2,4,4,59.0,Medium
EMP03904,Riya,Engineering,Tech Lead,4.4,3,2,2,2,1,59.0,Medium
EMP03905,Neha,Operations,Operations Manager,1.0,5,3,1,3,4,57.0,Medium
EMP03906,Kabir,Customer Support,Support Lead,1.5,5,4,2,3,5,53.0,Medium
EMP03907,Arjun,Sales,Account Manager,0.3,1,5,1,5,2,53.0,Medium
EMP03908,Ananya,IT,System Admin,0.9,3,3,4,5,5,48.0,Medium
EMP03909,Riya,Operations,Operations Manager,1.8,5,3,5,4,4,37.0,Low
EMP03910,Aditya,Engineering,Senior Engineer,0.7,3,3,5,5,2,35.0,Low
EMP03911,Aarav,Marketing,Marketing Manager,11.7,1,5,2,2,4,67.0,Medium
EMP03912,Riya,Sales,Account Manager,2.2,4,1,4,1,3,60.0,Medium
EMP03913,Diya,Finance,Accountant,2.9,4,3,5,4,2,35.0,Low
EMP03914,Kabir,Finance,Financial Analyst,4.6,4,1,3,3,3,56.0,Medium
EMP03915,Riya,Operations,Operations Executive,2.2,1,3,5,2,2,55.0,Medium
EMP03916,Riya,Sales,Account Manager,2.1,2,5,5,2,3,48.0,Medium
EMP03917,Vihaan,IT,IT Support,3.4,3,4,2,4,2,48.0,Medium
EMP03918,Neha,Finance,Financial Analyst,0.6,3,2,5,4,3,45.0,Medium
EMP03919,Vihaan,Marketing,Marketing Analyst,8.0,5,4,5,5,2,24.0,Low
EMP03920,Diya,Sales,Sales Executive,1.9,4,1,1,4,2,57.0,Medium
EMP03921,Riya,IT,System Admin,8.1,2,4,5,1,5,61.0,Medium
EMP03922,Ishaan,Operations,Operations Manager,4.8,2,4,1,4,1,53.0,Medium
EMP03923,Vihaan,IT,System Admin,7.2,1,2,4,3,3,61.0,Medium
EMP03924,Ananya,Operations,Operations Manager,7.2,3,4,5,4,1,33.0,Low
EMP03925,Diya,HR,HR Manager,0.2,1,1,4,3,5,70.0,High
EMP03926,Arjun,Engineering,Software Engineer,4.3,2,3,2,4,5,64.0,Medium
EMP03927,Vihaan,IT,System Admin,2.0,1,4,5,4,3,47.0,Medium
EMP03928,Rahul,Marketing,Marketing Analyst,2.0,4,5,4,4,5,42.0,Medium
EMP03929,Ishaan,Engineering,Software Engineer,2.3,5,2,5,2,2,42.0,Medium
EMP03930,Aditya,Customer Support,Support Executive,4.6,4,3,5,4,2,35.0,Low
EMP03931,Neha,Operations,Operations Manager,0.5,4,3,1,1,1,60.0,Medium
EMP03932,Rahul,Operations,Operations Executive,2.3,5,3,5,1,4,49.0,Medium
EMP03933,Arjun,Finance,Accountant,3.6,1,1,5,5,4,55.0,Medium
EMP03934,Ananya,HR,HR Executive,2.4,4,2,2,5,1,43.0,Medium
EMP03935,Riya,Engineering,Software Engineer,0.3,5,4,1,2,5,61.0,Medium
EMP03936,Vihaan,Sales,Sales Executive,16.4,1,4,4,4,3,51.0,Medium
EMP03937,Kabir,Finance,Accountant,1.5,5,2,2,5,1,39.0,Low
EMP03938,Diya,Finance,Financial Analyst,9.1,3,2,2,2,5,71.0,High
EMP03939,Rahul,Sales,Account Manager,0.2,2,5,1,2,2,61.0,Medium
EMP03940,Rahul,Operations,Operations Manager,2.0,3,5,2,3,1,46.0,Medium
EMP03941,Aarav,Operations,Operations Executive,2.4,3,1,4,1,4,67.0,Medium
EMP03942,Kabir,Customer Support,Support Lead,9.2,3,4,1,2,4,66.0,Medium
EMP03943,Vihaan,Sales,Sales Executive,2.8,2,3,3,5,3,50.0,Medium
EMP03944,Riya,Engineering,Software Engineer,1.4,3,3,5,5,4,41.0,Medium
EMP03945,Aarav,Finance,Financial Analyst,0.3,1,3,1,5,4,65.0,Medium
EMP03946,Neha,Marketing,Marketing Manager,1.7,1,1,5,4,5,62.0,Medium
EMP03947,Arjun,Marketing,Marketing Analyst,0.3,5,2,5,5,2,30.0,Low
EMP03948,Rahul,Engineering,Tech Lead,4.5,3,2,5,1,4,60.0,Medium
EMP03949,Vihaan,Finance,Accountant,9.0,5,4,4,3,2,36.0,Low
EMP03950,Rahul,Marketing,Marketing Manager,1.6,4,5,3,1,4,55.0,Medium
EMP03951,Vihaan,Sales,Sales Executive,6.5,3,5,3,3,3,48.0,Medium
EMP03952,Ananya,Customer Support,Support Lead,2.0,3,3,2,5,1,44.0,Medium
EMP03953,Diya,Sales,Sales Executive,6.2,4,5,3,2,1,42.0,Medium
EMP03954,Aarav,Operations,Operations Executive,0.3,3,5,5,2,2,41.0,Medium
EMP03955,Ananya,HR,HR Manager,1.1,3,3,3,1,1,56.0,Medium
EMP03956,Vivaan,HR,HR Manager,0.0,2,4,2,2,4,66.0,Medium
EMP03957,Diya,Finance,Accountant,3.7,4,5,5,5,3,28.0,Low
EMP03958,Vivaan,IT,IT Support,5.2,2,1,5,3,4,59.0,Medium
EMP03959,Diya,IT,IT Support,7.4,2,5,1,3,1,54.0,Medium
EMP03960,Diya,Engineering,Tech Lead,0.9,2,4,3,2,5,65.0,Medium
EMP03961,Vivaan,Customer Support,Support Executive,0.3,1,3,2,2,1,64.0,Medium
EMP03962,Vihaan,IT,System Admin,10.4,3,1,2,2,3,68.0,Medium
EMP03963,Rahul,HR,HR Manager,9.3,3,5,3,4,2,41.0,Medium
EMP03964,Kabir,Marketing,Marketing Manager,0.4,1,4,1,4,5,69.0,Medium
EMP03965,Neha,Engineering,Tech Lead,2.8,5,4,3,1,3,51.0,Medium
EMP03966,Vivaan,Operations,Operations Manager,0.6,1,4,2,2,5,73.0,High
EMP03967,Riya,IT,System Admin,0.9,3,3,5,3,1,40.0,Medium
EMP03968,Riya,Sales,Sales Executive,1.8,1,5,2,4,5,62.0,Medium
EMP03969,Vivaan,Marketing,Marketing Manager,2.3,2,4,4,4,1,41.0,Medium
EMP03970,Aditya,Marketing,Marketing Analyst,2.0,3,2,3,5,4,52.0,Medium
EMP03971,Neha,HR,HR Executive,8.7,5,5,3,5,1,26.0,Low
EMP03972,Arjun,Marketing,Marketing Manager,0.5,3,2,3,4,2,50.0,Medium
EMP03973,Vivaan,Finance,Accountant,6.7,2,2,3,4,3,57.0,Medium
EMP03974,Ishaan,Customer Support,Support Lead,1.6,3,4,1,4,5,61.0,Medium
EMP03975,Vihaan,Operations,Operations Executive,0.7,5,4,2,3,3,47.0,Medium
EMP03976,Aarav,Engineering,Senior Engineer,3.7,5,2,1,3,1,51.0,Medium
EMP03977,Aditya,IT,System Admin,3.6,1,5,3,5,5,54.0,Medium
EMP03978,Diya,HR,HR Manager,4.7,4,5,2,3,3,48.0,Medium
EMP03979,Neha,Engineering,Senior Engineer,5.4,5,5,4,4,3,32.0,Low
EMP03980,Riya,HR,HR Manager,1.5,3,5,3,1,3,56.0,Medium
EMP03981,Arjun,IT,System Admin,10.5,2,5,5,4,4,43.0,Medium
EMP03982,Vivaan,Marketing,Marketing Manager,2.3,2,1,4,2,4,67.0,Medium
EMP03983,Riya,Sales,Sales Executive,5.7,5,1,4,4,3,44.0,Medium
EMP03984,Aarav,Operations,Operations Executive,2.2,5,4,1,5,4,46.0,Medium
EMP03985,Vihaan,Engineering,Senior Engineer,0.9,3,1,5,1,1,54.0,Medium
EMP03986,Rahul,Engineering,Tech Lead,0.2,3,4,4,2,4,54.0,Medium
EMP03987,Neha,IT,System Admin,7.3,3,1,3,1,3,68.0,Medium
EMP03988,Rahul,Marketing,Marketing Manager,4.0,5,1,2,2,3,60.0,Medium
EMP03989,Rahul,Sales,Sales Executive,2.0,3,5,1,3,2,53.0,Medium
EMP03990,Vihaan,Sales,Sales Executive,0.1,1,5,2,1,2,65.0,Medium
EMP03991,Aarav,Sales,Sales Executive,1.7,4,1,2,1,3,68.0,Medium
EMP03992,Rahul,Sales,Account Manager,0.5,2,5,1,1,3,68.0,Medium
EMP03993,Ishaan,Finance,Accountant,5.6,4,3,4,1,5,60.0,Medium
EMP03994,Ishaan,Finance,Accountant,30.3,1,2,1,1,1,75.0,High
EMP03995,Aditya,Customer Support,Support Executive,1.5,5,4,4,2,3,43.0,Medium
EMP03996,Rahul,Sales,Sales Executive,2.2,4,5,2,3,1,42.0,Medium
EMP03997,Arjun,Marketing,Marketing Analyst,14.5,5,3,2,4,2,43.0,Medium
EMP03998,Aditya,Sales,Sales Executive,12.0,5,5,1,4,5,50.0,Medium
EMP03999,Rahul,Customer Support,Support Executive,3.3,3,2,3,5,3,49.0,Medium
EMP04000,Neha,Finance,Financial Analyst,2.7,4,5,5,3,1,30.0,Low
EMP04001,Diya,Operations,Operations Executive,4.8,1,5,5,2,5,58.0,Medium
EMP04002,Aarav,Sales,Sales Executive,0.3,2,4,4,2,2,52.0,Medium
EMP04003,Vivaan,Marketing,Marketing Analyst,5.2,4,4,3,2,1,45.0,Medium
EMP04004,Rahul,Engineering,Software Engineer,11.7,1,5,2,3,2,57.0,Medium
EMP04005,Ishaan,Customer Support,Support Executive,2.7,1,4,2,2,1,61.0,Medium
EMP04006,Aarav,IT,System Admin,7.1,1,2,3,3,5,71.0,High
EMP04007,Ishaan,Customer Support,Support Executive,0.5,4,5,4,3,3,40.0,Medium
EMP04008,Ananya,Customer Support,Support Executive,2.8,1,2,4,5,4,56.0,Medium
EMP04009,Riya,Finance,Accountant,0.8,5,3,1,4,1,44.0,Medium
EMP04010,Vivaan,Sales,Sales Executive,1.5,1,2,5,2,1,55.0,Medium
EMP04011,Arjun,Operations,Operations Manager,9.4,4,5,5,5,4,31.0,Low
EMP04012,Rahul,IT,System Admin,28.6,1,2,4,3,4,64.0,Medium
EMP04013,Aditya,HR,HR Executive,0.3,2,2,2,1,3,73.0,High
EMP04014,Vihaan,Sales,Account Manager,8.6,1,3,5,3,3,54.0,Medium
EMP04015,Arjun,IT,IT Support,1.2,3,4,3,5,3,43.0,Medium
EMP04016,Neha,Operations,Operations Executive,1.1,2,3,5,5,1,36.0,Low
EMP04017,Aditya,Engineering,Software Engineer,3.0,3,2,5,2,1,47.0,Medium
EMP04018,Arjun,Finance,Financial Analyst,2.4,2,5,1,2,2,61.0,Medium
EMP04019,Ishaan,Sales,Sales Executive,3.6,3,2,3,2,4,64.0,Medium
EMP04020,Diya,Customer Support,Support Lead,2.1,4,4,5,2,2,40.0,Medium
