EmployeeID,EmployeeName,Department,Manager,RiskScore,RiskBand,SelectedAction,ActionStatus,ManagerComment,OutcomeStatus,OutcomeDate
EMP14383,Ishaan,HR,Manager_HR,44.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP01191,Ananya,Customer Support,Manager_Customer Support,47.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-11-22 18:06:00.113304
EMP04522,Rahul,Customer Support,Manager_Customer Support,58.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP08873,Rahul,Finance,Manager_Finance,45.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP06210,Arjun,IT,Manager_IT,54.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP08317,Diya,IT,Manager_IT,51.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-10-03 18:06:00.117071
EMP02305,Ananya,IT,Manager_IT,40.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-11-03 18:06:00.118097
EMP13043,Aarav,Sales,Manager_Sales,44.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-11-30 18:06:00.119075
EMP09091,Vivaan,Customer Support,Manager_Customer Support,46.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-10-23 18:06:00.120020
EMP08264,Ishaan,IT,Manager_IT,62.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-12-21 18:06:00.121058
EMP04838,Vihaan,Customer Support,Manager_Customer Support,62.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP02828,Ananya,Marketing,Manager_Marketing,66.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-10-17 18:06:00.123108
EMP03449,Ananya,Operations,Manager_Operations,61.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP01882,Aditya,Marketing,Manager_Marketing,72.0,High,Retention Bonus,In Progress,Reviewed by manager,,
EMP13517,Arjun,Marketing,Manager_Marketing,50.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP01948,Neha,HR,Manager_HR,43.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-21 18:06:00.127032
EMP08861,Vivaan,IT,Manager_IT,62.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP11534,Ananya,Sales,Manager_Sales,70.0,High,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-12 18:06:00.128928
EMP03228,Vihaan,Sales,Manager_Sales,42.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP07730,Rahul,Customer Support,Manager_Customer Support,66.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP02678,Rahul,Finance,Manager_Finance,62.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-09-26 18:06:00.131790
EMP02318,Arjun,Marketing,Manager_Marketing,68.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP04558,Aarav,Operations,Manager_Operations,52.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-10-21 18:06:00.133863
EMP02612,Vihaan,Customer Support,Manager_Customer Support,47.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP02192,Vihaan,Sales,Manager_Sales,61.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP06527,Vivaan,Operations,Manager_Operations,47.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP11285,Vihaan,Customer Support,Manager_Customer Support,54.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP03386,Arjun,Customer Support,Manager_Customer Support,59.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP10674,Vivaan,Sales,Manager_Sales,49.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP07706,Rahul,Marketing,Manager_Marketing,48.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-11-25 18:06:00.140499
EMP04463,Rahul,Finance,Manager_Finance,56.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP02932,Vihaan,Sales,Manager_Sales,62.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2026-01-01 18:06:00.142749
EMP14328,Ishaan,HR,Manager_HR,81.0,High,Retention Bonus,In Progress,Reviewed by manager,,
EMP11025,Neha,Customer Support,Manager_Customer Support,57.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP06886,Diya,Finance,Manager_Finance,44.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-11-19 18:06:00.145792
EMP14288,Kabir,Operations,Manager_Operations,62.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-02 18:06:00.147113
EMP11027,Neha,Finance,Manager_Finance,71.0,High,Retention Bonus,Completed,Reviewed by manager,No Change,2025-09-23 18:06:00.148379
EMP07769,Ishaan,Customer Support,Manager_Customer Support,75.0,High,Manager Intervention,In Progress,Reviewed by manager,,
EMP09773,Aditya,HR,Manager_HR,44.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP09706,Riya,HR,Manager_HR,68.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP09406,Aarav,Customer Support,Manager_Customer Support,54.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP04312,Neha,Engineering,Manager_Engineering,73.0,High,Manager Intervention,In Progress,Reviewed by manager,,
EMP01278,Diya,Sales,Manager_Sales,51.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP05524,Arjun,Sales,Manager_Sales,60.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2026-01-01 18:06:00.159373
EMP11841,Ishaan,Operations,Manager_Operations,54.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-11-11 18:06:00.160660
EMP01431,Aarav,Operations,Manager_Operations,60.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP02679,Aarav,HR,Manager_HR,54.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP02430,Vivaan,Sales,Manager_Sales,41.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-09-20 18:06:00.164554
EMP09866,Arjun,IT,Manager_IT,67.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP13831,Rahul,Sales,Manager_Sales,50.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP08754,Aarav,Engineering,Manager_Engineering,52.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP01103,Diya,HR,Manager_HR,46.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP14917,Arjun,Sales,Manager_Sales,79.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP13377,Rahul,Engineering,Manager_Engineering,75.0,High,Manager Intervention,In Progress,Reviewed by manager,,
EMP00484,Aditya,Finance,Manager_Finance,45.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP04757,Aarav,IT,Manager_IT,46.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP13129,Vivaan,Engineering,Manager_Engineering,55.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP05167,Ananya,HR,Manager_HR,65.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP13908,Kabir,Engineering,Manager_Engineering,53.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-10-21 18:06:00.177333
EMP06090,Arjun,IT,Manager_IT,62.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-12-08 18:06:00.178625
EMP07138,Aditya,Sales,Manager_Sales,60.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP13106,Aarav,Marketing,Manager_Marketing,70.0,High,Manager Intervention,Completed,Reviewed by manager,Improved,2025-10-04 18:06:00.180564
EMP01531,Aditya,Operations,Manager_Operations,47.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP02027,Arjun,Customer Support,Manager_Customer Support,71.0,High,Retention Bonus,Completed,Reviewed by manager,Improved,2025-12-13 18:06:00.182539
EMP06600,Rahul,IT,Manager_IT,49.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP00759,Neha,Marketing,Manager_Marketing,72.0,High,Retention Bonus,In Progress,Reviewed by manager,,
EMP01218,Neha,Finance,Manager_Finance,49.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP07967,Rahul,Engineering,Manager_Engineering,44.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP14472,Aarav,IT,Manager_IT,65.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP02180,Vihaan,Marketing,Manager_Marketing,63.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP03761,Aarav,Engineering,Manager_Engineering,49.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-10-23 18:06:00.190192
EMP02672,Ananya,IT,Manager_IT,71.0,High,Retention Bonus,Pending,Reviewed by manager,,
EMP04472,Aarav,Marketing,Manager_Marketing,42.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-10-27 18:06:00.192142
EMP09772,Aarav,IT,Manager_IT,56.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP12658,Vivaan,Engineering,Manager_Engineering,56.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP05918,Diya,Sales,Manager_Sales,44.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP04074,Vivaan,Finance,Manager_Finance,65.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP11344,Rahul,Finance,Manager_Finance,57.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP13665,Ishaan,IT,Manager_IT,61.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP07303,Diya,HR,Manager_HR,53.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP12831,Vivaan,HR,Manager_HR,51.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP11425,Ishaan,Operations,Manager_Operations,46.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-11-13 18:06:00.203821
EMP08587,Vivaan,Marketing,Manager_Marketing,61.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP07900,Vihaan,Engineering,Manager_Engineering,50.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP00221,Ishaan,Sales,Manager_Sales,56.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP04783,Ishaan,HR,Manager_HR,67.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP14674,Vihaan,HR,Manager_HR,61.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP12088,Vihaan,IT,Manager_IT,47.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-09-23 18:06:00.209740
EMP14657,Ishaan,Operations,Manager_Operations,55.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP14638,Vihaan,Customer Support,Manager_Customer Support,50.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP14593,Arjun,Engineering,Manager_Engineering,46.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP05440,Aarav,Sales,Manager_Sales,72.0,High,Career Discussion,Completed,Reviewed by manager,No Change,2025-10-15 18:06:00.213601
EMP13286,Aarav,HR,Manager_HR,46.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP02509,Neha,Sales,Manager_Sales,55.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP14446,Riya,Engineering,Manager_Engineering,52.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP12588,Neha,HR,Manager_HR,56.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-12-08 18:06:00.217621
EMP11380,Vihaan,Sales,Manager_Sales,54.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP14752,Arjun,HR,Manager_HR,45.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-11-22 18:06:00.219990
EMP10805,Diya,Sales,Manager_Sales,44.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP09457,Kabir,Marketing,Manager_Marketing,67.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP00486,Kabir,Marketing,Manager_Marketing,58.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP10723,Ishaan,Customer Support,Manager_Customer Support,51.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP04131,Rahul,Engineering,Manager_Engineering,57.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP14060,Ananya,HR,Manager_HR,60.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP08025,Kabir,HR,Manager_HR,71.0,High,Retention Bonus,Completed,Reviewed by manager,Improved,2025-12-12 18:06:00.226568
EMP01912,Aditya,Engineering,Manager_Engineering,45.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP11274,Ishaan,Sales,Manager_Sales,66.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-29 18:06:00.229841
EMP02960,Kabir,Finance,Manager_Finance,70.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP13196,Aditya,Sales,Manager_Sales,65.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-12-26 18:06:00.231797
EMP11441,Aarav,Finance,Manager_Finance,58.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-11-05 18:06:00.232733
EMP09822,Vivaan,Engineering,Manager_Engineering,45.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-10-06 18:06:00.233734
EMP08533,Ishaan,Operations,Manager_Operations,50.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP06417,Aditya,IT,Manager_IT,58.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP08312,Aarav,Finance,Manager_Finance,49.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-23 18:06:00.236503
EMP13048,Aditya,HR,Manager_HR,46.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP09741,Riya,Engineering,Manager_Engineering,59.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP12265,Aditya,Operations,Manager_Operations,51.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-10-31 18:06:00.239980
EMP09508,Vivaan,Operations,Manager_Operations,65.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP10711,Vivaan,Operations,Manager_Operations,65.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP04954,Vihaan,Marketing,Manager_Marketing,54.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP07589,Vihaan,Finance,Manager_Finance,55.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-11-03 18:06:00.243587
EMP04947,Aarav,Marketing,Manager_Marketing,74.0,High,Manager Intervention,Completed,Reviewed by manager,No Change,2025-12-09 18:06:00.244648
EMP01739,Vihaan,Operations,Manager_Operations,42.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP05592,Rahul,Engineering,Manager_Engineering,59.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-12-20 18:06:00.246775
EMP07395,Neha,Operations,Manager_Operations,67.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP12983,Neha,HR,Manager_HR,77.0,High,Manager Intervention,In Progress,Reviewed by manager,,
EMP10276,Arjun,Sales,Manager_Sales,66.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP09222,Kabir,Engineering,Manager_Engineering,59.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP11854,Vivaan,Operations,Manager_Operations,59.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP13227,Ishaan,Engineering,Manager_Engineering,70.0,High,Retention Bonus,Pending,Reviewed by manager,,
EMP14947,Ananya,Engineering,Manager_Engineering,54.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP07494,Vihaan,Operations,Manager_Operations,51.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-06 18:06:00.263927
EMP14425,Aditya,IT,Manager_IT,66.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-11-12 18:06:00.264983
EMP14605,Vihaan,Marketing,Manager_Marketing,68.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP01144,Rahul,Customer Support,Manager_Customer Support,72.0,High,Manager Intervention,In Progress,Reviewed by manager,,
EMP03453,Riya,Operations,Manager_Operations,42.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP00897,Ishaan,Customer Support,Manager_Customer Support,46.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP12844,Diya,Finance,Manager_Finance,72.0,High,Career Discussion,In Progress,Reviewed by manager,,
EMP11440,Aditya,Engineering,Manager_Engineering,60.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP13631,Kabir,Customer Support,Manager_Customer Support,70.0,High,Retention Bonus,Completed,Reviewed by manager,Improved,2025-09-27 18:06:00.271692
EMP06194,Vihaan,Marketing,Manager_Marketing,54.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP00965,Kabir,HR,Manager_HR,45.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-12-23 18:06:00.273682
EMP10700,Kabir,Operations,Manager_Operations,58.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-10-02 18:06:00.274655
EMP06249,Aditya,Customer Support,Manager_Customer Support,84.0,High,Manager Intervention,In Progress,Reviewed by manager,,
EMP14530,Diya,Marketing,Manager_Marketing,46.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP09915,Vivaan,Sales,Manager_Sales,57.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP05218,Riya,Customer Support,Manager_Customer Support,41.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP13688,Diya,Engineering,Manager_Engineering,59.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP02484,Ananya,Sales,Manager_Sales,57.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP04785,Arjun,Customer Support,Manager_Customer Support,47.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP04721,Aarav,Finance,Manager_Finance,48.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP00153,Aarav,Engineering,Manager_Engineering,57.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP05949,Riya,Marketing,Manager_Marketing,83.0,High,Retention Bonus,In Progress,Reviewed by manager,,
EMP04653,Vivaan,HR,Manager_HR,59.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP00183,Neha,Customer Support,Manager_Customer Support,53.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP02564,Arjun,Customer Support,Manager_Customer Support,66.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP04851,Diya,Engineering,Manager_Engineering,59.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP07132,Kabir,IT,Manager_IT,49.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP04334,Riya,Marketing,Manager_Marketing,75.0,High,Manager Intervention,In Progress,Reviewed by manager,,
EMP08049,Arjun,Customer Support,Manager_Customer Support,57.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-11-27 18:06:00.292190
EMP11550,Vihaan,HR,Manager_HR,67.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP01227,Aditya,HR,Manager_HR,48.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-10-05 18:06:00.294182
EMP03360,Arjun,HR,Manager_HR,80.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP02185,Vihaan,HR,Manager_HR,57.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP10982,Kabir,Operations,Manager_Operations,41.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-12-02 18:06:00.297781
EMP09285,Diya,Operations,Manager_Operations,50.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP05092,Vivaan,Marketing,Manager_Marketing,72.0,High,Career Discussion,Completed,Reviewed by manager,Improved,2025-11-03 18:06:00.299664
EMP12016,Aditya,Engineering,Manager_Engineering,53.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-11-09 18:06:00.300623
EMP09620,Aditya,Finance,Manager_Finance,59.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP03343,Arjun,Customer Support,Manager_Customer Support,55.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP04162,Riya,IT,Manager_IT,66.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP04166,Vihaan,Finance,Manager_Finance,63.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-09-27 18:06:00.305176
EMP11530,Aarav,Engineering,Manager_Engineering,70.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP08258,Rahul,Finance,Manager_Finance,52.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP07246,Rahul,HR,Manager_HR,44.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP10208,Ananya,HR,Manager_HR,60.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP05609,Arjun,Marketing,Manager_Marketing,51.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-10-06 18:06:00.310138
EMP00107,Aditya,Customer Support,Manager_Customer Support,42.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP02415,Neha,Marketing,Manager_Marketing,52.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP13956,Vivaan,Sales,Manager_Sales,41.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP03423,Aditya,Engineering,Manager_Engineering,55.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP03499,Diya,Customer Support,Manager_Customer Support,56.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP06307,Aditya,Engineering,Manager_Engineering,67.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP00234,Ishaan,Engineering,Manager_Engineering,67.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP08023,Rahul,Finance,Manager_Finance,71.0,High,Career Discussion,Completed,Reviewed by manager,Improved,2026-01-01 18:06:00.317794
EMP09817,Ananya,Customer Support,Manager_Customer Support,45.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP11542,Aditya,Operations,Manager_Operations,44.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-09-27 18:06:00.319943
EMP06212,Aditya,Finance,Manager_Finance,75.0,High,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-11 18:06:00.321290
EMP12457,Aditya,IT,Manager_IT,64.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2026-01-01 18:06:00.322228
EMP13705,Vihaan,Customer Support,Manager_Customer Support,50.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-11-01 18:06:00.323347
EMP04211,Aarav,IT,Manager_IT,72.0,High,Manager Intervention,In Progress,Reviewed by manager,,
EMP06708,Arjun,Sales,Manager_Sales,48.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP03018,Aarav,Marketing,Manager_Marketing,58.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP03871,Diya,Operations,Manager_Operations,41.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP05589,Ananya,Marketing,Manager_Marketing,60.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP13611,Diya,Engineering,Manager_Engineering,61.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP11897,Arjun,Sales,Manager_Sales,43.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP09665,Arjun,Operations,Manager_Operations,54.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP00611,Diya,Engineering,Manager_Engineering,67.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP13376,Aditya,Finance,Manager_Finance,54.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP14001,Neha,Customer Support,Manager_Customer Support,50.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP09313,Arjun,Finance,Manager_Finance,52.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP01158,Neha,Sales,Manager_Sales,59.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP09668,Diya,Customer Support,Manager_Customer Support,59.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP11842,Kabir,Marketing,Manager_Marketing,51.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP06539,Aditya,Operations,Manager_Operations,45.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-12-19 18:06:00.339728
EMP00915,Arjun,Finance,Manager_Finance,42.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-09-23 18:06:00.340696
EMP00744,Arjun,Marketing,Manager_Marketing,47.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP06023,Riya,HR,Manager_HR,53.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP10441,Kabir,Engineering,Manager_Engineering,41.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-12-19 18:06:00.344071
EMP14933,Riya,Engineering,Manager_Engineering,53.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-09-18 18:06:00.345329
EMP09684,Neha,Operations,Manager_Operations,70.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP01803,Riya,Engineering,Manager_Engineering,57.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP01604,Riya,Operations,Manager_Operations,47.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP07011,Diya,Engineering,Manager_Engineering,61.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP09185,Aarav,Finance,Manager_Finance,54.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP08736,Vihaan,Customer Support,Manager_Customer Support,50.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-10-07 18:06:00.351497
EMP09933,Ishaan,Engineering,Manager_Engineering,45.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP07398,Diya,Customer Support,Manager_Customer Support,41.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP00672,Vivaan,Sales,Manager_Sales,68.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-12-28 18:06:00.354409
EMP05588,Vihaan,Operations,Manager_Operations,64.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP01838,Vivaan,Engineering,Manager_Engineering,71.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP03935,Riya,Engineering,Manager_Engineering,61.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-11-26 18:06:00.362074
EMP08660,Vihaan,Engineering,Manager_Engineering,59.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP04490,Ananya,Marketing,Manager_Marketing,63.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP07069,Arjun,Engineering,Manager_Engineering,50.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-09-25 18:06:00.364948
EMP07661,Aditya,Finance,Manager_Finance,67.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP03763,Diya,Finance,Manager_Finance,61.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP03132,Kabir,IT,Manager_IT,54.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP03967,Riya,IT,Manager_IT,40.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP01406,Aditya,IT,Manager_IT,75.0,High,Manager Intervention,Pending,Reviewed by manager,,
EMP14193,Rahul,Operations,Manager_Operations,71.0,High,Career Discussion,Completed,Reviewed by manager,No Change,2025-12-16 18:06:00.371018
EMP07432,Ishaan,Marketing,Manager_Marketing,58.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
